[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23 
[01-Apr-2017 18:50:59 Europe/Paris] PHP Notice:  Undefined index: equipmentId in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:51:16 Europe/Paris] PHP Notice:  Undefined index: equipmentId in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:51:16 Europe/Paris] PHP Notice:  Undefined index: equipmentId in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:32 Europe/Paris] PHP Warning:  Illegal string offset 'historyId' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:32 Europe/Paris] PHP Notice:  Undefined index: e in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:32 Europe/Paris] PHP Warning:  Illegal string offset 'historyId' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:32 Europe/Paris] PHP Notice:  Undefined index: e in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:58 Europe/Paris] PHP Warning:  Illegal string offset 'historyId' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:58 Europe/Paris] PHP Notice:  Undefined index: e in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:58 Europe/Paris] PHP Warning:  Illegal string offset 'historyId' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[01-Apr-2017 18:52:58 Europe/Paris] PHP Notice:  Undefined index: e in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 71
[03-Apr-2017 20:42:10 Europe/Paris] PHP Notice:  Uninitialized string offset: 8 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 64
[03-Apr-2017 20:42:10 Europe/Paris] PHP Notice:  Uninitialized string offset: 7 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 64
[03-Apr-2017 20:43:25 Europe/Paris] PHP Notice:  Uninitialized string offset: 8 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 64
[03-Apr-2017 20:43:25 Europe/Paris] PHP Notice:  Uninitialized string offset: 7 in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 64
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:48:31 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:49:05 Europe/Paris] PHP Warning:  Illegal string offset 'product' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 20:49:05 Europe/Paris] PHP Fatal error:  Cannot use string offset as an array in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 42
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: productName in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'productName' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'serial' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Warning:  Illegal string offset 'repere' in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: productName in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[03-Apr-2017 21:00:39 Europe/Paris] PHP Notice:  Undefined index: repere in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 87
[27-Apr-2017 11:27:17 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 36
[27-Apr-2017 11:27:17 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 55
[27-Apr-2017 11:27:17 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\historique\proc\historyList.php on line 82
[02-May-2017 21:18:49 Europe/Paris] PHP Fatal error:  Call to undefined method HistoryManager::editHistory() in E:\EasyPHP\data\localweb\clim\historique\proc\editHistory.php on line 36
[16-May-2017 19:19:06 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\profil\user.php on line 16
[16-May-2017 19:19:44 Europe/Paris] PHP Notice:  Array to string conversion in E:\EasyPHP\data\localweb\clim\profil\user.php on line 18
